node1,node2,channel_id,channel_tx_id,preimage_hash,timestamp
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,03a27a5e28a75d99dbd0b7d1fde8e2ad3bbc4bd434ee3c47ddc7080ef76d7e65e0,6.09805641485713E+017,32a3ce407352d4e16055453b734728988457ba6eef713842128f2aa9ca0e8aad:0,nil,1545987924
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,026c49329e78135c5c2c479fe48b711dc97abd6a6f9d834b701cd44d99d6d2378e,6.0980124344071E+017,47e0ab81e254161caa63ae163c623cf0dfacbbee7372fda61303d080a1b0909b:0,nil,1545987923
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,02ee8c40b64c2bd14bba4a7a7a80b06065f3a683b2f02b9580be5e8bffe201beda,6.09805641485648E+017,fd144ecd97ab4b4fa5eee76c79d16b81fb9c4f02a6e8482954bee17d694e47c3:0,nil,1545987917
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,031ce29116eab7edd66148f5169f1fb658fad62bdc5091221ab895fe5d36db00b2,6.09786949891195E+017,37defc8f787c3a2a4acec369b584059fbfff58c50636ce70080e4dad2222ec5d:0,nil,1545987914
024655b768ef40951b20053a5c4b951606d4d86085d51238f2c67c7dec29c792ca,037e7ab1c6168741e52601d1c109bcebd315c6415472c6ba746e6c3277bfff5368,6.10994213577687E+017,a32cf6c1bbf4a6b7ef03c07fc72a3d0bd65a47a6a6643b0beb2761db4149639c:0,nil,1545986491
02626318f968469fb1dcd0453536bbabaab8861be75d8cde7900e57aab1bd4f3ac,03df95ed69a109deeb71d3dabe9b9a289ab561fa731c8fc853d1c70847597933e3,6.11130553021825E+017,8e0d426925fbf0654f744edf7cf41dc35798087e8fedaab24eb89b937b79c600:1,nil,1545982410
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,0366a57e383a6191064933765332a9c912066912ed21b3dfe63c3d360852c9082e,6.09800143959622E+017,176ffac873cecfb1ab559539142df6a449bc0837536634524eacd6126f10f248:0,nil,1545981226
03295d2e292565743a40bd44da227a820f8730877bc3dfadebade8785bcf355258,03d27806a058fbc2095b42379e71ddc97f0b698435c49b35d970cae5e0ed4841ea,6.09939781933138E+017,62da364c41c16befec7c7694dadc80a04907e35fc38efb56dc5dc38dab6b5199:0,nil,1545981171
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,02e356a8f310ffa8a7a3851ae735364696d0ed4cd0abdd599fa6bd2412f27ca06d,6.0977045714541E+017,3b8f3f68b8dd2af527a407895d02bbe1ee31adee89bc43ef5f7d553e2aed9440:0,nil,1545981124
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,02c68169a28016de14cb59bf33983f18dbdb030601baef508105c7fde8d0d85159,6.09768258170913E+017,eebc33300d2c300bcd248323db109e067a20c7010f2d78878b0916063f369f5a:0,nil,1545981094
0225313f6c76ba1fff4bb1d67e6333eb6b514dc7af60346f585cc7dd9ed7cc13f4,02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,6.09625321629942E+017,52556769170162335bda63bf1274ac1b8a9876e8481af87102f91156af9383e6:0,nil,1545980978
0378986aa771344e2f6d7ddf18fb9742adc8f445f51e783ed5f1a004a8f635eca9,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,6.07271267235267E+017,df30815481d7b83f6901ab51998c1d0916aeeaaf9c39ee88b1427f22dadd5e90:1,nil,1545978801
029671acc9ecfae0af2699239b9e63ca3ce6bf87fb58c222cbc1d758bc72e71ec5,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,6.07169012651131E+017,58c21a06c699836525289fbfc4a4f8762b7b7a04b10ac98c08c45bb2d2c291a7:0,nil,1545978747
021dc1236b449591de9a94e44fa7a443a157a2b2884b70159314192c59a027b93f,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,5.95146952576467E+017,5c15203f97d4c32e4512f90125e6eaeb6ef0313be44148fcef2e335cc53cb80e:0,nil,1545978650
021dc1236b449591de9a94e44fa7a443a157a2b2884b70159314192c59a027b93f,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,5.94302527554191E+017,78d63c49dadebee9faa367abf9908362a0d70c137296f2499687b65686116680:1,nil,1545978637
026fb4f0b5f6f85d7666a808e8f5d7a0c92b18b802b94a87528bbddab611a9fe36,03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,6.09589037710246E+017,b01b773167bf9411b917347b277066d31c7f3f8f5232ad9eb9ea61837899a05e:1,nil,1545974838
021893db301f95d4def153b160f5dad570f7c9efe347a0de89afb6d6a1aa968784,03fcf9e53678d18e51f0e2da4515caa64c517e3f8cc804809b44ecc165d214b3fd,6.11131652479582E+017,0e7b63b2c4c2b5d99dbab60d96691bff8c8dfaca31079b5bf349d921b8a76ab1:1,nil,1545973389
0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,026fb4f0b5f6f85d7666a808e8f5d7a0c92b18b802b94a87528bbddab611a9fe36,6.0599913233639E+017,a6d2f5e70f25dcbaa2f82b6bea55cfa9d7dfd09e5a249bbff6d2af71480ff43a:0,nil,1545972217
026b105ac13212c48714c6be9b11577a9ce10f10e1c88a45ce217e6331209faf8b,026fb4f0b5f6f85d7666a808e8f5d7a0c92b18b802b94a87528bbddab611a9fe36,6.06000231740867E+017,faed6266940fef78ce1cda56b9a583b9724adc380e9e71e59e6abd03d1b46a7d:1,nil,1545972216
026fb4f0b5f6f85d7666a808e8f5d7a0c92b18b802b94a87528bbddab611a9fe36,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,6.09781452239405E+017,459a187d1f903680957aab99a2fa9c6b5634727e00c198b75e9e20984262cebf:0,nil,1545971899
026fb4f0b5f6f85d7666a808e8f5d7a0c92b18b802b94a87528bbddab611a9fe36,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,6.0958903771018E+017,a79b98007d92ff5ba144023899e832e47e3540113f856811b9e31edb4806bf07:1,nil,1545971899
024655b768ef40951b20053a5c4b951606d4d86085d51238f2c67c7dec29c792ca,028cd60c408b8224fc6c6eeb3b87e8b10cd70ca1db240036a6bec0254753639812,6.11081075001328E+017,daa05797749b42ddf09d9d58e2ffc29fb8d039261ddcd6d57e9c6514c0364eb6:1,nil,1545968811
026fb4f0b5f6f85d7666a808e8f5d7a0c92b18b802b94a87528bbddab611a9fe36,032ebdae3314f072acd70e66e18572e6ba27f96918009369585e7cdcf36af3cf9e,6.09642913737802E+017,3663107f4323fe99a9ba813afd35a8952d3ca331ec97fbce0a1d71b5e35dfc56:0,nil,1545968279
0306422672eec60c82aa8117e4c8c09da1f0cdeee4c3745af96a0cfab21a032274,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,6.10400477343973E+017,e6f429dcbfb2f018b99075e61a0ef421c78b43b732b3009ec4fae376b883afcf:0,nil,1545966586
0306422672eec60c82aa8117e4c8c09da1f0cdeee4c3745af96a0cfab21a032274,033181a72d4d61c6f3138240d98994e9553726bc65c892e9fe7a7b728a54005a36,6.10981019394638E+017,c93141f68db3678677bdc2426dc491b0f7939f4ab6943ea0781a161a98217a40:0,nil,1545966582
0306422672eec60c82aa8117e4c8c09da1f0cdeee4c3745af96a0cfab21a032274,03295d2e292565743a40bd44da227a820f8730877bc3dfadebade8785bcf355258,6.10400477344039E+017,799ea87bc24c0adad5985619cf7a91dd95d09157e88c64d1a66a90b0a433a689:0,nil,1545966577
0306422672eec60c82aa8117e4c8c09da1f0cdeee4c3745af96a0cfab21a032274,032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,6.10400477344104E+017,6dbee31f6e4948c4924c116c72d00e7f7cc9fbf722d027a58dcecda5f9b17c57:0,nil,1545966564
0306422672eec60c82aa8117e4c8c09da1f0cdeee4c3745af96a0cfab21a032274,032271efcb35188ef00e3f28469a2bb18b50a5f2f325bd130bdac341af24e9b5f0,6.10981019394572E+017,34afe78edef3bf3c7cc7d668ccfe6987b9457cebe4540ec806fe39e264ea9b0c:0,nil,1545966551
020164d1a57b1af439a3a682c14369d6381b9e41bea956e42b8e9ea2b375cb85d0,021893db301f95d4def153b160f5dad570f7c9efe347a0de89afb6d6a1aa968784,6.11141548145312E+017,44c1e11599af8db66abab214ddfcd086867aa2b0f7107bd788bfefedf68d2f06:1,nil,1545963292
0210a8a60f869a0054374540411e05d7461b6655a2e6f10e873d0e22715939fc56,02a5baf2a63f0b5074690ca871b2562b1d8396c575293592e8ef9430c870bb5cae,6.10952432181969E+017,51aac9621e777457016a816d48cee41f5b2154baa5ff391695563c2a81cfe09a:1,nil,1545961404
02b951f7d0e3e8bb1b875f2a544112ba8ca9657f5d8da8040864dc2c2c651a83a1,03ec0c1e45b709d708cd376a6f2daf19ac27be229647780d592e27d7fb7efb207a,5.82232088943133E+017,01fa038c9fa71ad9f1789ab27dcd878d18b834fcf4c20ca57cd885c82a28a8cb:1,nil,1545958594
0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,03987c2e42501433973821060882d3c76f6d334cef64ca8853570593d9ab273cab,5.92556503101735E+017,a2f8976f3e4a19dd6f5e058662aee708057488daef61228cef9be7028a718e7c:0,nil,1545958559
030421daf56787f0cbec4f5b8564ae37fa2ab3f28b30c711c8094c19c36e7a3388,03cdf99e5c04a158ca528608765c023b07d1738df06e12e871c833f49bf3b15d0f,6.10088215970841E+017,023746fc31e591dea9480056fd447f0b68dc7c6b4d087dc475383107cc7ad198:1,nil,1545958519
021893db301f95d4def153b160f5dad570f7c9efe347a0de89afb6d6a1aa968784,022c260f9ad58196af280c80a96ec9eabf6404df59ff1a7553b0f381c875a29ba0,6.1113055306036E+017,309e870c6f21c4d50a61339c0fd78c280d279f75bb524f1351e11ba4221beead:1,nil,1545958387
026051ad4383c807a21fd465353feaa9027bb1e3876e7d832ba1e8493733dbcca7,030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,6.1108547307615E+017,59e03cc89253d98bea21f1a6ebefe359f4cff64b410fbd120fd156358a167c3e:0,nil,1545958319
02933637ab6b8fffd81ef13a29b850b5ff04d41f75f60cc52798b6769a25c55ba0,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,6.10228953427018E+017,cf4e2ad197e0de38bec314708f6841a927642dfc0f745255c9fdd05ba7ae5e78:1,nil,1545956137
02b5caacc31a2a68829596af4df12ef1e95a1cb42113f006d72a0d8cf343028d7c,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,6.10713838195507E+017,786df67883f35ca27a98067bf8a7073eee923195b4b41b2a85ee54d2bffd2c1f:1,nil,1545955625
02157422089f971f0daf19082712206e78134888006459818315ade43dd12d3950,03abf6f44c355dec0d5aa155bdbdd6e0c8fefe318eff402de65c6eb2e1be55dc3e,6.10181674483188E+017,2b830bc715e9c8f802cf67e435abdc9aadc7fa0e3dfdf4863e352feef599f59f:1,nil,1545953343
0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,02f2d8291aa845ba74f9ffa6412ae160b8baab7ea1403b641d80cfa012f0dad599,6.10931541461107E+017,3a194a6979b434a533ab188e7ff6408d95824283db6fba7fc5f47f3040b58622:1,nil,1545949743
0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,02f2d8291aa845ba74f9ffa6412ae160b8baab7ea1403b641d80cfa012f0dad599,6.10941437062152E+017,19d164a0dbd2353a0e70c4f158255a1d8dc67583eb659ae158cd423ecfa0b1c3:1,nil,1545949734
028bbe4e7a85ccff3987deee238fd69732a8e9e621d7e594398062d8bec2a3c571,0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf,5.65265524997751E+017,Aa7029ec7f0e242e10a8cae60c92addb9125221de1ae0e1190bc0372fe0f471c:1,a3154ca2f7933027e7f0a42da0aba62ef2896052,1521849892
031e47777e35627e1018bc886ee24f81633a54527cfce24df0183a8fee7b3a24ef,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,5.9488087064209E+017,4f0947bb9d26011ce5fd9b11ae33f93a08db84a0d9f01350a0ac0d06c183a233:0,1c7975cd2ceb1df0c500d45437cabf05e6ac1e35,1545801167
021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,6.0929766714966E+017,61764428f00c0226b79417542203f1acddc92d50b72f88a22352c18114ccd1fa:0,988eaba0a8ad7bbf06bff722679f1c420edd102a,1545835203
034955913a44e335be62b4e9ee33be036f72d150302163d2cd02ae6546ce9ce899,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,6.02191523554394E+017,9b3c68e95ae25d14c6a9e4c88f90a3dc05e4d98b8ad99b17a2141bd67ae8ab84:1,490fc0c32215fef2d68cbfba2fa75d1f96be0b05,1545747668
023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,6.0963301815681E+017,66793b4044d498fa3d850104eaa74990508bdeaa9d8652e7799fea7c12536f9e:1,19bd0249fbfdc9ac104b39e7124a9c4a63562142,1545695362
021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,0290cc884704073b2b633f69f852e8ca2a37660bb359a1e861f2b48760c298ac53,6.06403752552104E+017,05bc39e1fe3f26af65569b0dd4f3964b9c219a93efed725d1c4b1c144f1b8252:0,b551b51ca36965753f9bf0f6e1b74bdc6f39c783,1545680826
032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,0338f87cb05016c9427de7872192615f9313d622db1a88f6c2594625ffd0b2d270,6.08348788701266E+017,4af88a0f1517cb31173e8efd2afc844f958964194b6edbaeddb9d933fc7785df:0,5f294418c8a85158737d3cb4d6f12224d36ff4d8,1545660938
